10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
01/01/2025 06:19:06	AP90	1032	adhiśrayaṇaṃ	fire-place	fireplace	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/01/2025 06:20:09	MW	4429	adhiśrayaṇa	fire-place	fireplace	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/01/2025 06:21:14	SHS	1063	adhiśrayaṇī	fire-place	fireplace	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/01/2025 11:16:07	SHS	1023	adhigama	attaining acquiring	attaining, acquiring	Typo	srhodes@snowcrest.net	
01/01/2025 11:38:03	SHS	1041	adhimātra	for the Hindu triad om	for the Hindu triad aum	"Typo – Please note that I have made this ""print change"" in my own dictionary based upon the statement made here: ""for the Hindu triad"" ; triad is three and the ""three"" refers to the three letters which obviously are ""a"", ""u"" and ""m"". So why not just spell it out and make it clear. This I have done, now it is your choice."	srhodes@snowcrest.net	
01/01/2025 12:03:02	SHS	1054	adhivāsa	5. A neighbour. 6. Neighbourhood.	5. A neighbour. LB 6. Neighbourhood.	"Line Break Needed – Please note that the number ""6"" is a listing of another numbered definition and needs to be placed on a new line in the window display."	srhodes@snowcrest.net	
01/01/2025 12:30:30	SHS	1066	adhiṣṭhātṛ	directing. fixing	directing, fixing	Typo	srhodes@snowcrest.net	
01/01/2025 12:32:43	SHS	1067	adhiṣṭhita	2. Supervised, overlooked. 3. Guarded, surrounded.	2. Supervised, overlooked. LB 3. Guarded, surrounded.	"Line Break Needed – Please note that the number ""3"" is a listing of another numbered definition and needs to be placed on a new line in the window display."	srhodes@snowcrest.net	
01/01/2025 12:37:59	SHS	1067	adhiṣṭhita	overlooked	overseen	"Typo – Please note that this is a radical ""print change"". I get ""radical"" whenever it is needed! According to the current standard, ""overlooked"" means ""failed to notice"", however that is NOT the meaning intended here! So why maintain an archaic usage which will only serve to mislead the aspiring Sanskrit student? Therefore, I have substituted the CORRECT meaning according to what is intended. Now you may choose."	srhodes@snowcrest.net	
01/01/2025 16:38:28	LRV	902	adhyakṣa	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
01/01/2025 16:51:13	LRV	909	adhyātma	Wrong Book Page Link	The book page link needs to be updated to the following webpage: https://www.sanskrit-lexicon.uni-koeln.de/scans/csl-apidev/servepdf.php?dict=lrv&page=015	Wrong Book Page Link; also this may apply for the subsequent compounds (and some preceding as well).	srhodes@snowcrest.net	
01/01/2025 16:56:15	LRV	909	adhyātma	adhyātma	adhyātmam	"Typo – Please note that this correction needs confirmation. MW prints this indeclinable as ""adhyātmám"" (ending in the the letter 'm'). While HERE, the indeclinable is printed as ""adhyātma"" (ending in the the vowel 'a'). Are both correct? Is one incorrect? Please advise..."	srhodes@snowcrest.net	
01/01/2025 17:06:45	LRV	920	adhijya	bow-string	bowstring	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, consider the redundant information provided here: ""(as a bow)"". It seems that the word: ""bowstring"" is enough! Sanskrit Grammar is famous for making similar statements regarding prolixity."	srhodes@snowcrest.net	
01/02/2025 05:58:33	LRV	943	adhika	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
01/02/2025 06:13:50	LRV	969	adhityakā	table-land	tableland	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/02/2025 06:15:18	LRV	972	adhiroha	over-topping	overtopping	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/02/2025 06:22:30	LRV	980	adhiśrayaṇī	fire-place	fireplace	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/02/2025 11:12:18	AP90	1048	adhyayanaṃ	to the first LB 3 classes,	to the first 3 classes,	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
01/02/2025 11:18:55	AP90	1049	adhyāpakaḥ	an adhyāpaka is of LB 2 kinds:	an adhyāpaka is of 2 kinds:	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
01/02/2025 11:25:44	AP90	1050	adhyāpanaṃ	one of the LB (pb) six 	one of the (pb) six 	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
01/02/2025 11:25:53	AP90	1049	adhyāpakaḥ	an adhyāpaka is of LB 2 kinds:	an adhyāpaka is of 2 kinds:	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
01/02/2025 11:31:00	AP90	1056	adhīna	               [ID=1056]	[ID=1056]	Typo – Please removing empty spacing.	srhodes@snowcrest.net	
01/02/2025 12:15:33	AP90	1072	adhairya	selfpossession	self-possession	Typo – Please note that this is a suggested correction across all dictionaries. I always insert a hyphen that is required by the English Language.	srhodes@snowcrest.net	
01/02/2025 12:17:55	AP90	1074	adhyakṣa	eye-witness	eyewitness	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/02/2025 12:36:25	AP90	1083	adhyardha	tamāna °śāṇa	tamāna, °śāṇa	Typo	srhodes@snowcrest.net	
01/02/2025 13:24:22	MW	101817	dhṛt	having possessing	having, possessing	Typo	srhodes@snowcrest.net	
01/02/2025 15:30:33	SHS	1086	adhṛṣya	 a neg. and dhṛṣa	 a neg. and dhṛṣya	"Typo – Please note that this is a suggested ""print change"" based upon the true parsing of the Headword: ""a-dhṛṣya"" (MW parses in this manner)."	srhodes@snowcrest.net	
01/02/2025 15:37:38	SHS	1090	adhaḥkṣaja	adhaḥkṣaja	adhokṣaja	Typo – über-Kaching!	srhodes@snowcrest.net	
01/02/2025 22:24:09	MW	150969	bhī	esp. in mābhais	esp. in mā bhais	Typo – Scott finds small needle in HUGE haystack!	srhodes@snowcrest.net	
01/03/2025 05:57:16	LRV	987	adhīṣṭa	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
01/03/2025 06:07:02	LRV	996	adhyavasāna	lakṣaṇa	lakṣaṇā	Typo – Scott finds little needle in small haystack.	srhodes@snowcrest.net	
01/03/2025 06:10:56	LRV	999	adhyāpaka	Vishṇu	Viṣṇu	"Typo – Please consider this to be a Global Correction across all dictionaries. Also, if you would like to ""get radical"" you could make this target correction: ""shṇ"" ——becomes—— ""ṣṇ"" (across all dictionaries)."	srhodes@snowcrest.net	
01/03/2025 06:20:33	LRV	1001	adhyāya	sanskṛit	sanskrit	Typo – Please note that this correction follows the printed text.	srhodes@snowcrest.net	
01/03/2025 11:31:07	SHS	1116	adhyagri	adhyagri	adhyagni	Typo – über-Kaching!	srhodes@snowcrest.net	
01/03/2025 11:33:40	SHS	1117	adhyaṇḍā	Gowach	Cowach	Typo	srhodes@snowcrest.net	
01/03/2025 11:34:33	SHS	1117	adhyaṇḍā	Gowach	Cowach  OR  Cowage	"Typo – ""Cowage"" may be the more current spelling in English."	srhodes@snowcrest.net	
01/03/2025 11:40:20	SHS	1117	adhyaṇḍā	Missing Headword	"Please note that the following Headword has been omitted:  “adhyaya"" ; AND its definition has been erroneously placed here: "" adhyaya LB m. (-yaḥ) A lecture, a chapter or section. LB E. adhi before ik to go, ghaṅ aff.""  Please ADD the missing Headword “adhyaya"" along with its definition; and DELETE its erroneous placement here.   über-über-über-Kaching!"	Missing Headword	srhodes@snowcrest.net	
01/03/2025 11:43:57	SHS	1119	adhyavasāya	and aba	and ava	Typo	srhodes@snowcrest.net	
01/03/2025 12:12:59	SHS	1135	adhyāropana	adhyāropana	adhyāropaṇa	Typo – über-Kaching!	srhodes@snowcrest.net	
01/03/2025 12:37:50	SHS	1148	adhyūḍha	SIVA	ŚIVA	Typo – Please consider this to be a Global Correction.	srhodes@snowcrest.net	
01/03/2025 12:50:48	MW	4749	adhveśa	police-officer	police officer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed (and incorrect) in the English Language according to current standards."	srhodes@snowcrest.net	
01/03/2025 12:52:51	MW	4748	adhvādhipa	police-officer	police officer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed (and incorrect) in the English Language according to current standards."	srhodes@snowcrest.net	
01/03/2025 12:53:41	MW	103102	nagarādhyakṣa	police-officer	police officer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed (and incorrect) in the English Language according to current standards."	srhodes@snowcrest.net	
01/03/2025 12:54:00	MW	103101	nagarādhipati	police-officer	police officer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed (and incorrect) in the English Language according to current standards."	srhodes@snowcrest.net	
01/03/2025 12:54:12	MW	103100	nagarādhipa	police-officer	police officer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed (and incorrect) in the English Language according to current standards."	srhodes@snowcrest.net	
01/03/2025 12:54:32	MW	103099	nagarādhikṛta	police-officer	police officer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed (and incorrect) in the English Language according to current standards."	srhodes@snowcrest.net	
01/03/2025 13:03:24	SHS	1164	adhvāntaśātrava	See patrīrṇa.	???	Typo – Please clarify the above reference which is nowhere to be found.	srhodes@snowcrest.net	
01/04/2025 06:02:38	AP90	1101	adhyāruh	2 ( LB — ropayati)	—2 (-ropayati)	Typo – Of course you can adjust it to your liking.	srhodes@snowcrest.net	
01/04/2025 06:22:04	AP90	1108	adhyās	lie down, LB (pb) settle upon; 	lie down, settle upon; 	"Typo – In my opinion including ""(pb)"" for ""page break"" is a bit of a nuisance. If someone capable of locating the initial listing on the printed page, then the ""Page Break"" itself is obvious. Why are we stating the obvious? when in fact it is just a disruption to the definitions be given? I consider this to be worthy of reconsideration: eliminating all such ""(pb)"" references."	srhodes@snowcrest.net	
01/04/2025 12:25:33	LRV	1021	adhvanīna	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
01/04/2025 12:27:04	LRV	1023	adhvanya	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
01/04/2025 12:55:57	MW	4732.1	adhvagacchat	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""adhvagat m. [ID=4738 ]"" in the Hierarchical listing of words. Please note that the Supplemental Section confirms this correction by the Heading statement preceding these many related compounds: ""Advha (in comp. for adhvan)""."	Placement Error	srhodes@snowcrest.net	
01/04/2025 12:56:47	MW	4732.2	adhvagaṇa	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""adhvagat m. [ID=4738 ]"" in the Hierarchical listing of words. Please note that the Supplemental Section confirms this correction by the Heading statement preceding these many related compounds: ""Advha (in comp. for adhvan)""."	Placement Error	srhodes@snowcrest.net	
01/04/2025 12:57:40	MW	4732.3	adhvagati	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""adhvagat m. [ID=4738 ]"" in the Hierarchical listing of words. Please note that the Supplemental Section confirms this correction by the Heading statement preceding these many related compounds: ""Advha (in comp. for adhvan)""."	Placement Error	srhodes@snowcrest.net	
